Date,location_id,Product_ID,Customer_ID,Quantity_Sold
1/28/2021,2,56,11,13
1/27/2021,4,44,6,7
1/26/2021,1,28,43,6
1/26/2021,7,43,32,6
1/26/2021,5,82,64,8
1/25/2021,4,55,18,7
1/24/2021,8,70,51,20
1/24/2021,4,49,80,7
1/20/2021,1,56,76,18
1/20/2021,10,33,71,9
1/19/2021,9,23,23,19
1/19/2021,7,14,1,4
1/19/2021,10,37,50,16
1/18/2021,9,11,22,19
1/18/2021,3,51,99,7
1/17/2021,8,53,82,16
1/17/2021,4,79,16,10
1/16/2021,9,53,9,15
1/16/2021,7,61,82,16
1/16/2021,10,32,62,18
1/16/2021,3,97,80,8
1/16/2021,5,21,13,12
1/16/2021,8,84,23,4
1/15/2021,10,67,3,19
1/15/2021,4,100,10,12
1/15/2021,2,43,50,8
1/15/2021,8,42,80,8
1/14/2021,4,93,95,20
1/14/2021,7,5,82,8
1/13/2021,4,96,51,9
1/13/2021,9,63,52,16
1/12/2021,2,17,29,4
1/12/2021,5,75,39,16
1/12/2021,1,71,52,5
1/11/2021,9,67,24,4
1/11/2021,10,11,99,18
1/11/2021,10,54,38,16
1/10/2021,8,61,57,16
1/10/2021,2,77,7,16
1/10/2021,2,85,60,3
1/10/2021,2,51,40,86
1/9/2021,3,85,77,97
1/9/2021,5,32,56,100
1/9/2021,10,57,29,99
1/9/2021,9,37,100,95
1/8/2021,5,38,90,88
1/8/2021,8,17,77,93
1/8/2021,2,67,59,93
1/8/2021,8,30,59,99
1/7/2021,5,9,1,87
1/7/2021,5,43,65,90
1/7/2021,8,56,54,86
1/7/2021,7,100,62,83
1/7/2021,3,89,91,84
1/7/2021,2,80,77,82
1/6/2021,9,71,41,81
1/6/2021,1,81,72,89
1/6/2021,5,90,10,87
1/6/2021,2,50,85,96
1/5/2021,7,53,66,92
1/5/2021,4,41,78,100
1/5/2021,7,76,19,86
1/4/2021,4,4,76,95
1/4/2021,4,48,65,81
1/3/2021,5,67,98,93
1/3/2021,6,83,23,96
1/2/2021,2,66,55,93
1/2/2021,3,99,33,96
1/2/2021,5,60,52,96
1/1/2021,1,45,21,84
1/1/2021,4,71,27,95
